5.000000000000000000e+01,2.500000000000000000e+01,7.799645390070921724e-01
5.000000000000000000e+01,3.000000000000000000e+01,7.766773162939296649e-01
5.000000000000000000e+01,3.500000000000000000e+01,7.846344485749690012e-01
5.000000000000000000e+01,4.000000000000000000e+01,7.814971751412429501e-01
5.000000000000000000e+01,4.500000000000000000e+01,7.845295055821371877e-01
5.000000000000000000e+01,5.000000000000000000e+01,7.814814814814814437e-01
5.000000000000000000e+01,5.500000000000000000e+01,7.842105263157894690e-01
5.000000000000000000e+01,6.000000000000000000e+01,7.865384615384615197e-01
5.000000000000000000e+01,6.500000000000000000e+01,7.842465753424657793e-01
5.000000000000000000e+01,7.000000000000000000e+01,7.829629629629629717e-01
5.000000000000000000e+01,7.500000000000000000e+01,7.833333333333333259e-01
5.000000000000000000e+01,8.000000000000000000e+01,7.913165266106442219e-01
5.000000000000000000e+01,8.500000000000000000e+01,7.813813813813813569e-01
5.000000000000000000e+01,9.000000000000000000e+01,7.815873015873016083e-01
5.000000000000000000e+01,9.500000000000000000e+01,7.813333333333333242e-01
5.500000000000000000e+01,2.500000000000000000e+01,7.794326241134751365e-01
5.500000000000000000e+01,3.000000000000000000e+01,7.772097976570819799e-01
5.500000000000000000e+01,3.500000000000000000e+01,7.861214374225526935e-01
5.500000000000000000e+01,4.000000000000000000e+01,7.820621468926554076e-01
5.500000000000000000e+01,4.500000000000000000e+01,7.845295055821371877e-01
5.500000000000000000e+01,5.000000000000000000e+01,7.813051146384479839e-01
5.500000000000000000e+01,5.500000000000000000e+01,7.851851851851852082e-01
5.500000000000000000e+01,6.000000000000000000e+01,7.871794871794871584e-01
5.500000000000000000e+01,6.500000000000000000e+01,7.842465753424657793e-01
5.500000000000000000e+01,7.000000000000000000e+01,7.839506172839506570e-01
5.500000000000000000e+01,7.500000000000000000e+01,7.828042328042328357e-01
5.500000000000000000e+01,8.000000000000000000e+01,7.907563025210083696e-01
5.500000000000000000e+01,8.500000000000000000e+01,7.807807807807807254e-01
5.500000000000000000e+01,9.000000000000000000e+01,7.809523809523809534e-01
5.500000000000000000e+01,9.500000000000000000e+01,7.806666666666666199e-01
6.000000000000000000e+01,2.500000000000000000e+01,7.789893617021276251e-01
6.000000000000000000e+01,3.000000000000000000e+01,7.771033013844514947e-01
6.000000000000000000e+01,3.500000000000000000e+01,7.850061957868649243e-01
6.000000000000000000e+01,4.000000000000000000e+01,7.820621468926554076e-01
6.000000000000000000e+01,4.500000000000000000e+01,7.842105263157894690e-01
