5.000000000000000000e+01,2.500000000000000000e+01,6.939716312056737335e-01
5.000000000000000000e+01,3.000000000000000000e+01,6.881789137380192045e-01
5.000000000000000000e+01,3.500000000000000000e+01,7.003717472118958787e-01
5.000000000000000000e+01,4.000000000000000000e+01,6.981638418079095798e-01
5.000000000000000000e+01,4.500000000000000000e+01,7.003189792663476743e-01
5.000000000000000000e+01,5.000000000000000000e+01,6.999999999999999556e-01
5.000000000000000000e+01,5.500000000000000000e+01,7.027290448343079809e-01
5.000000000000000000e+01,6.000000000000000000e+01,7.014957264957264460e-01
5.000000000000000000e+01,6.500000000000000000e+01,7.018264840182648623e-01
5.000000000000000000e+01,7.000000000000000000e+01,6.999999999999999556e-01
5.000000000000000000e+01,7.500000000000000000e+01,7.126984126984127199e-01
5.000000000000000000e+01,8.000000000000000000e+01,7.134453781512605230e-01
5.000000000000000000e+01,8.500000000000000000e+01,7.066066066066065687e-01
5.000000000000000000e+01,9.000000000000000000e+01,7.038095238095237738e-01
5.000000000000000000e+01,9.500000000000000000e+01,7.073333333333333695e-01
5.500000000000000000e+01,2.500000000000000000e+01,6.937056737588652711e-01
5.500000000000000000e+01,3.000000000000000000e+01,6.887113951011714086e-01
5.500000000000000000e+01,3.500000000000000000e+01,6.997521685254026735e-01
5.500000000000000000e+01,4.000000000000000000e+01,6.961864406779660897e-01
5.500000000000000000e+01,4.500000000000000000e+01,7.004784688995214781e-01
5.500000000000000000e+01,5.000000000000000000e+01,7.007054673721340166e-01
5.500000000000000000e+01,5.500000000000000000e+01,7.029239766081871732e-01
5.500000000000000000e+01,6.000000000000000000e+01,7.006410256410255943e-01
5.500000000000000000e+01,6.500000000000000000e+01,7.027397260273973156e-01
5.500000000000000000e+01,7.000000000000000000e+01,6.987654320987654044e-01
5.500000000000000000e+01,7.500000000000000000e+01,7.132275132275132101e-01
5.500000000000000000e+01,8.000000000000000000e+01,7.128851540616246707e-01
5.500000000000000000e+01,8.500000000000000000e+01,7.072072072072072002e-01
5.500000000000000000e+01,9.000000000000000000e+01,7.031746031746032299e-01
5.500000000000000000e+01,9.500000000000000000e+01,7.069999999999999618e-01
6.000000000000000000e+01,2.500000000000000000e+01,6.923758865248227368e-01
6.000000000000000000e+01,3.000000000000000000e+01,6.879659211927582341e-01
6.000000000000000000e+01,3.500000000000000000e+01,7.008674101610904428e-01
6.000000000000000000e+01,4.000000000000000000e+01,6.974576271186441190e-01
6.000000000000000000e+01,4.500000000000000000e+01,7.003189792663476743e-01
6.000000000000000000e+01,5.000000000000000000e+01,6.998236331569664959e-01
6.000000000000000000e+01,5.500000000000000000e+01,7.033138401559454467e-01
6.000000000000000000e+01,6.000000000000000000e+01,7.017094017094016589e-01
6.000000000000000000e+01,6.500000000000000000e+01,7.031963470319634313e-01
6.000000000000000000e+01,7.000000000000000000e+01,6.990123456790123813e-01
6.000000000000000000e+01,7.500000000000000000e+01,7.145502645502646022e-01
6.000000000000000000e+01,8.000000000000000000e+01,7.114845938375350398e-01
6.000000000000000000e+01,8.500000000000000000e+01,7.090090090090089836e-01
6.000000000000000000e+01,9.000000000000000000e+01,7.025396825396825751e-01
6.000000000000000000e+01,9.500000000000000000e+01,7.056666666666666643e-01
6.500000000000000000e+01,2.500000000000000000e+01,6.929078014184396617e-01
6.500000000000000000e+01,3.000000000000000000e+01,6.891373801916932385e-01
6.500000000000000000e+01,3.500000000000000000e+01,6.975216852540272461e-01
6.500000000000000000e+01,4.000000000000000000e+01,6.970338983050847759e-01
6.500000000000000000e+01,4.500000000000000000e+01,7.004784688995214781e-01
6.500000000000000000e+01,5.000000000000000000e+01,6.999999999999999556e-01
6.500000000000000000e+01,5.500000000000000000e+01,7.015594541910331605e-01
6.500000000000000000e+01,6.000000000000000000e+01,7.025641025641025106e-01
6.500000000000000000e+01,6.500000000000000000e+01,7.020547945205479756e-01
6.500000000000000000e+01,7.000000000000000000e+01,7.012345679012346178e-01
6.500000000000000000e+01,7.500000000000000000e+01,7.129629629629629095e-01
6.500000000000000000e+01,8.000000000000000000e+01,7.106442577030812613e-01
6.500000000000000000e+01,8.500000000000000000e+01,7.072072072072072002e-01
6.500000000000000000e+01,9.000000000000000000e+01,7.053968253968253554e-01
6.500000000000000000e+01,9.500000000000000000e+01,7.066666666666666652e-01
7.000000000000000000e+01,2.500000000000000000e+01,6.932624113475177596e-01
7.000000000000000000e+01,3.000000000000000000e+01,6.893503727369542089e-01
7.000000000000000000e+01,3.500000000000000000e+01,7.001239157372985966e-01
7.000000000000000000e+01,4.000000000000000000e+01,6.975988700564971223e-01
7.000000000000000000e+01,4.500000000000000000e+01,6.999999999999999556e-01
7.000000000000000000e+01,5.000000000000000000e+01,7.005291005291005568e-01
7.000000000000000000e+01,5.500000000000000000e+01,7.017543859649122417e-01
7.000000000000000000e+01,6.000000000000000000e+01,7.032051282051282604e-01
7.000000000000000000e+01,6.500000000000000000e+01,7.034246575342465446e-01
7.000000000000000000e+01,7.000000000000000000e+01,7.007407407407407751e-01
7.000000000000000000e+01,7.500000000000000000e+01,7.137566137566138114e-01
7.000000000000000000e+01,8.000000000000000000e+01,7.109243697478991875e-01
7.000000000000000000e+01,8.500000000000000000e+01,7.081081081081080919e-01
7.000000000000000000e+01,9.000000000000000000e+01,7.041269841269841567e-01
7.000000000000000000e+01,9.500000000000000000e+01,7.059999999999999609e-01
